sentence,B2
J'ai 36 ans.,0
"À cette occasion, a été annoncé un grand plan vélo destiné à faire décoller enfin ce mode de transport, notamment grâce à l'indemnité kilométrique : ce dispositif autorise l'employeur à dédommager ses salariés se rendant au travail à vélo (environ 0, 25 euro par kilomètre parcouru).",1
Je peux m'asseoir ici ?,0
Ne pas respirer les aérosols.,0
Je mange une pomme.,0
Il me reste des croissants.,0
Je préfère aller au travail à vélo,0
"A son anniversaire, il a eu autant d'argent que son frère.",0
"Le matin, j'avais eu un autre rendez-vous pour un film encore plus intéressant, alors je ne sais pas ce que je devais faire!",0
"Tard le soir, Jules rentre tout seul.",0
Il a un pantalon vert et une chemise blanche,0
C'est le mot d'ordre d'Epic écrit en grand au début du premier numéro,0
Sauf si je dois compter jusqu'à 5.,0
"Serveur : désolé pour le retard, nous sommes très occupés ce soir.",0
Elles ne vont pas au théâtre parce qu'elles n'ont pas le temps.,0
Il y a de la neige à la montage.,0
Simone doit exercer sa voix pour rester constante,1
La consommation sera encadrée par du personnel et éloignée des lieux publics,1
"De plus, les élèves ont des téléphones portables au collège car ils sont équipés par leurs parents qui veulent pouvoir joindre leur enfant après la classe, parce que ça les rassure.",1
"Avec le printemps, qui commence en mars, le soleil est de retour et le temps se réchauffe.",0
C'est pour quand ?,0
"Ce livre, tu me le conseilles ou tu me le déconseilles?",0
"Moi, je suis musicien, je suis violoniste.",0
"C'est de votre faute : on utilise cette expression quand une autre personne est responsable, est coupable d'une action.",0
La famille Chanel découvre la maison dans laquelle elle va passer sa première semaine de vacances.,0
Non Paul tu restes là ! Tu es sorti toute la journée.,0
"Et le moine me conta des histoires, toutes les vieilles histoires de ce lieu, des légendes, toujours des légendes.",1
Qu'est-ce que vous faites le soir ?,0
Ils ont des étoiles plein les yeux,0
"Ce matin, Sarah est triste.",0
Je n'ai pas de leçons à recevoir.,0
Je vais tirer une balle dans chacun de tes membres si tu ne me donnes pas cette serviette.,0
"Merci monsieur, au revoir.",0
"A la fin de son apprentissage, Julien est parti en France.",0
"Pour l'heure, l'isolement à l'improviste semble leur réussir : ils ont ouvert une bouteille de champagne pour fêter leur emménagement ensemble et en gardent une au frais pour célébrer la fin du confinement.",1
"Si nous écoutions le discours plus attentivement, nous comprendrions mieux l'objet des revendications établies par ce parti politique de la jeunesse suisse.",1
"Je ne peux rien te dire, Victor.",0
C'est dans ce village de 1638 habitants que sont implantés les locaux de la nouvelle émission de téléréalité.,0
"Plus on prend du plaisir, plus on progresse rapidement et durablement.",0
Je n'ai aucune nouvelle depuis son départ,0
"Elle reste tous les jours à la cantine, et j'ai entendu les autres se moquer d'elle, parce qu'elle ne mange presque rien, des fruits, du pain.",0
"Déjà, les problèmes s'accumulent.",1
"En hiver, elle ne sort jamais sans son parapluie et son écharpe",0
Vous avez beaucoup pleuré suite à votre rupture qui vous a brisé le coeurs en milles morceaux.,0
"Le petit prince grandit en paix, entouré de tuteurs et de régents ; mais son plus intime ami et son meilleur conseiller fut un étranger, venu longtemps auparavant des contrées du Sud, qui s'étendent le long de la mer.",1
"Le port à la ceinture aussi, de même que la panoplie de la frimeuse accomplie , décrite en ces termes : Doudoune volumineuse, chaussures à talon compensé et l'Indispensable Téléphone Portable.",1
"J'ai fait de gros progrès en français, je le comprends et je sais le parler et l'écrire bien mieux maintenant",0
Je vais aller la chercher,0
Un allongement du congé paternité peut contribuer à introduire plus d'égalité dans les couples.,1
"Cependant, pour ne pas tomber dans le piège de l'""addiction"" et des anxiétés générées par le smartphone et les réseaux sociaux, il s'agit d'abord d'en prendre conscience pour réguler ses propres conduites et celles des adolescents.",1
"C'est super, je fais plein de choses avec mes cousins: aujourd'hui, on est allés à la piscine et demain, on va faire du camping en forêt.",0
Il n'y a qu'à observer la métamorphose des rues commerçantes pouren être convaincu.,1
Je suis bien arrivé à Londres,0
"En chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",0
"Il a fait un temps magnifique, je suis allé me promener près du parc, il y avait un petit café ouvert.",0
Je travaille dans une entreprise d'informatique.,0
"Albert, Folio, venez me faire un gros câlin, je suis si heureux !",0
"La locomotive, dirigée par le bras d'un mécanicien anglais et chauffée de houille anglaise, lançait sa fumée sur les plantations de cotonniers, de caféiers, de muscadiers, de girofliers, de poivriers rouges.",1
C'est fantastique ! Merci beaucoup.,0
Mais il faut continuer.,0
Est-ce que tu lui as conseillé de manger dans ce restaurant ?,0
J'avais une idée derrière la tête.,0
"Ou peut-être jusqu'à la fin juin, en fonction de son contrat.",0
"Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée ""Cabaret des artistes"".",1
Le chef du gouvernement appelle à des élections.,0
Je suis fatigué.,0
"Alain Le Roy, envoyé spécial du Président français pour l'initiative Afrique en réponse au Covid Une annulation, une annulation, une très forte restructuration, ou bien, dans certains cas, une annulation des dettes.",1
Je ne peux pas le croire.,0
"En plus, c'est mon restaurant préféré, donc je vais me régaler",0
"À mon premier mot : ""Tu vas rejoindre Napoléon !",0
Que vont-ils donc faire ?,0
"Il alla parmi les bûcherons qui vivaient à la lisière de la forêt, et mania la lourde cognée .",1
Cette maison est la nôtre.,0
C'est grâce à elle que j'en suis arrivé là.,0
Il est l'heure de déjeuner !,0
Ce pantalon est trop cher !,0
Il paralyse totalement ce dernier et vous empâche de l'utiliser pendant un certain temps.,0
"Tu vas bien? Moi, je suis en vacances chez oncle Guillaume et tante Noémie.",0
"Ils étaient groupés autour du trône, et ils demandaient tous à la fois : ""Est-il temps, ô mon roi, est-il temps ?"" Le roi des serpents resta immobile encore quelques minutes, puis il dit: ""Il est temps !"" En disant ces mots, il descendit de son trône, et se dirigea vers le rocher, suivi de tous les autres serpents.",0
"Chéri, tu pourrais me masser le haut du dos, s'il te plaît ?",0
s'écria-t-il.,1
Deux messieurs d'un certain âge se promènent le long d'une rivière.,0
Je vais étudier l'anglais,0
Le droit à la différence ?,0
Ma mère s'appelle Emilie Summer ; elle est infirmière dans un hôpital non loin de notre maison.,0
Les efforts des derniers siècles pour réduire l'incertitude n'ont pas cessé en Europe.,1
Faire de la philosophie avec des intonations alsaciennes ?,0
L'histoire que je vais vous lire s'appelle La Légende du Sapin .,0
Le tronc est relié à la tête par le cou,0
Les adaptations cinématographiques détruisent l'image fictive donnée par les oeuvres littéraires.,1
"Le jeune prince ne se lassait pas de redemander ces récits, et l'étranger ne pouvait se lasser de les répéter, évoquant à ses yeux les corps frottés d'huile, tordus dans l'horreur de la lutte ou se ramassant pour la détente, la foule ondulant au soleil, les pieds nus volant sur le sable.",1
"Si mes dents contunent à me faire souffrir ainsi, j'irai chez le dentiste.",0
"Le réseau social annonce ce mardi la constitution d'un ""comité consultatif européen de sécurité"", composé de neuf membres de la société civile.",1
Cette peur conduit l'internaute à vouloir prendre connaissance au plus tôt des nouvelles informations qui y circulent.,1
"Alors, j'ai commencé à parler à ma grand-mère que j'admire beaucoup et je me suis découvert une nouvelle copine!",0
"Envoie le message à tes amis, d'accord ?",0
Vers une annulation des dettes africaines ?,1
"Un sapin fraîchement coupé est installé dans la cuisine ou le salon, et décoré à l'aide de guirlandes colorées et de boules de noël",1
"| Je m'appelle Dioke, je suis malien, j'aime la peinture.",0
"Le point de vue du penseur amène un autre type de réflexion, plus intellectuelle.",0
Je suis contente que cette histoire t'ait plu.,0
"Deux Mulets cheminaient, l'un d'avoine chargé, l'autre portant l'argent de la gabelle.",1
"n chemin, il a pu admirer la magnifique fontaine Bartholdi sur la grande Place des Terreaux.",1
Il doit téléphoner quand il reçoit des nouvelles de la part des sauveteurs.,0
On fait aujourd'hui en terminale ce qu'on faisait hier à l'université.,0
"Le soir, ne regarde pas la télévision et ne joue pas sur l'ordinateur avant de te coucher.",0
Tu as continué à penser à ton amant disparu.,0
"Simon a mis le chat par terre, mais le chat est revenu sur le fauteuil.",0
Il ne m'adresse plus la parole et je ne lui parle pas non plus.,0
"Mon ordinateur ne fonctionne plus, je dois le changer.",0
"Chaque soir de mon enfance, je rentrais à la maison poursuivi par l'école.",0
Elles auraient pu devenir de très grandes amies si elles s'étaient connues avant.,1
"Et après le film, je l'emmène dîner dans un restaurant romantique",0
L'été c'est le 21 juin et les beaux jours sont là !,0
La mer est toujours calme au petit jour.,0
"Des nattes posées sur les tapis permettent de dormir à même le sol dans les tentes, avec ou sans une couverture de laine de mouton.",1
"Bien, l'enquête est terminée, madame.",0
"Enfin, les producteurs s'inquiètent de la pollution que peuvent entraîner ces équipements qui contiennent parfois des substances dangereuses.",1
"Grâce à l'intervention de monsieur Ibrahim, le monde des adultes s'était fissuré, il n'offrait pas le même mur uniforme contre lequel je me cognais, une main se tendait à travers une fente.",1
Je vous appellerais au cas où il y a aurait un problème.,0
C'est ici que je cuisine des gâteaux et des pâtisseries.,0
Le jour de Pâques est le jour de la résurrection du Christ,0
Ils ne vont pas à la manifestation parce qu'ils n'ont pas pu prendre de jours de congé.,0
L'objectif est de proposer aux élèves des techniques efficaces de recherche d'informations.,1
Il apprendra à ne pas courir après un ballon ou à ne pas avoir peur du klaxon des voitures.,0
La connexion ne fonctionne plus.,0
Le cours de géographie est annulé.,0
"Puis, plus grand, je découvrais les métiers de policier et d'avocat dans un film.",0
Qui a aidé le paysan à tromper le démon ?,0
Il a dû téléphoner au médecin de garde.,0
Un peuple dont on ne connaît pas le nom.,0
"Je me suis concentré sur les pousses rapides : laitue, kale, chou kale, chou frisé.",1
Que donne le Père éternel à cet animal ?,0
"Elle a toujours ses affaires, ce n'est pas le genre de fille à demander sans cesse un taille-crayon, une feuille double, comme certains que je connais.",0
Laura est la soeur de Julie.,0
Je suis heureuse de vous revoir le mois prochain,0
C'est en tout cas ce que pensait Capek dans son livre fondateur.,0
"C'est pratique pour aller d'un centre commercial à un autre, pour aller à l'école, à la piscine, au stade ou encore au théâtre",0
"Alors, tu as vu le film, tu as écrit un texte et tu as décrit l'histoire.",0
J'aime les voyages et la littérature russe.,0
Il s'avère extrêmement difficile de lutter contre le téléchargement illégal.,1
"Il sait bien cuisiner alors en général, il prépare aussi le repas.",0
"À proscrire également : les hypocrites qui portent leurs enfants en écharpe pour donner une image positive de leur conception de leur paternité, mais ne font guère que ça, estimant avoir fait leur part une fois rentrés à la maison.",1
"""La batterie est en dessous du niveau nécessaire pour faire fonctionner l'ordinateur central"", a dit M. Ulamec.",0
Il fait beau dehors.,0
Je profite aussi du petit déjeuner pour lire les infos en ligne,0
Oui ça va.,0
"La seule chose qui me vienne à l'esprit, ce sont les cartes d'anniversaire.",0
