id,sentence,difficulty,augmented_sentence
3316,"Il est tard, je rentre chez moi.",A1,"['Il est tard, je rentre à la maison.']"
415,"Aujourd'hui, je vais te présenter ma famille.",A2,"[""Aujourd'hui, je vais vous présenter."", 'Ma famille.']"
1426,"Tu pourrais ranger ta chambre, ça t'aiderait à les retrouver !",A2,"['Tu pourrais ranger ta chambre.', 'Aidez-vous à les trouver!']"
1714,Elles obligent les partenaires à un effort permanent de communication pour maintenir un modus vivendi enrichi d'imagination.,C2,"[""Ils exigent des partenaires qu'ils"", 'un effort permanent de communication', 'maintenir un modus vi', ""vendi enrichi d'imagination.""]"
3182,"Elle est arrivée le jour de la rentrée, le 5 septembre.",A2,"['Elle est arrivée le jour de la', 'entrée, 5 septembre.']"
2805,Le serveur : Je vous apporte votre commande !,A2,"['Le serveur: Je vous apporte votre vote', 'commandez encore!']"
2609,"Le nombre insuffisant de professeurs formés est également un frein pour beaucoup d'adversaires de cette mesure, qui la jugent inapplicable.",C2,"[""Le nombre insuffisant d'enseignants"", 'La formation est également une bonne chose.', ""dans pour beaucoup d'adversaires d"", 'Cette mesure, qui la considère comme', 'applicable.']"
4153,Il choisit toujours une grande chambre,A1,"['Il choisit toujours un grand c', 'jaune-auto']"
3516,"Le sans-gêne, la frime sont critiqués.",B2,"['La Sangêne, le Fryme sont écrits', 'Des qués.']"
93,"Quand j'ai lu, j'ai découvert de nouvelles choses surprenantes sur les locataires qui occupaient l'appartement.",B1,"[""Quand j'ai lu, j'ai découvert que"", 'nouvelles choses surprenantes s', 'les locataires qui occupaient', ""L'appartement.""]"
17,"Le soir, je me cuche tôt parce que je dois être toujours en bonne forme.",A1,"['Dans la soirée, je presse tôt parce que q', 'Je dois toujours être un chignon.', 'e formulaire.']"
2309,"C'est là, au bout de la rue.",A1,"[""C'est juste là, au bout de la rue.""]"
4515,Il jouait au jokari avec un ami.,B1,['Il jouait au jokari avec un ami.']
4715,Elle est vraiment contente que tu aies acccepté l'invitation.,B1,"['Elle est vraiment contente que t', ""L'invitation a été acceptée.""]"
3022,"Quand je reviendrai, j'offrirai beaucoup d'amour à ceux que j'aprécie et je couvrirai mes enfants de présents.",B1,"[""Quand je reviendrai, j'offrirai"", ""beaucoup d'amour à ceux que j'ai ap"", 'et je couvrirai mes enfants', 's de cadeaux.']"
3164,"En province, les centres d'administration laïque ou cléricale, les sièges de parlements groupent des ecclésiastiques et des laïques instruits en nombre considérable, ils copient les salons et créent des centres locaux, lieux d'échange des idées.",C2,"['Dans les provinces, les centres administratifs', ""Il s'agit d'une installation de bureau ou d'une installation de bureau, l"", 'Les sièges des parlements sont composés de:', 'des ecclésiastiques et des laïcs', ""Le nombre d'élèves dans l'enseignement est considéré comme suit:"", 'peuvent, ils copient les salons et', 'créer des centres locaux, des lieux', ""l'échange d'idées.""]"
2515,J'ai commencé ma journée en jouant du piano.,A2,"[""J'ai commencé ma journée à jouer"", ""C'est le piano.""]"
1952,"Quand il ne fait pas beau, j'y vais en bus",A1,"[""Quand ça n'a pas l'air bien, je m'en occupe."", 'Ai en bus']"
1330,Ouais !,A1,['Ouais!']
812,Comment tu t'appelles ?,A1,['Quel est votre nom?']
1703,Il joue dans le jardin avec un ballon.,A1,"['Il joue dans le jardin avec un b', ""C'est tout.""]"
371,"Emma rêvait au jour de son mariage: et elle se revoyait là-bas, au milieu des blés, sur le petit sentier, quand on marchait vers l'église.",C2,"['Emma rêvait du jour de son mari', 'ge: et elle se voyait là-bas,', 'au milieu des blés, sur le petit', 'chemin, en marchant à', ""l'église.""]"
2895,J'étais également incapable de distraction et d'étude.,C2,"[""J'ai également été incapable de le faire."", 'Istraction et étude.']"
2803,"Lorsqu'elle entendra le réveille-matin, elle se lèvera du lit, elle prendra une douche et elle se dépêchera pour aller au bureau.",B1,"['Quand elle entend le réveil', 'Elle se lèvera du lit.', 'Il va prendre une douche et elle va', ""il va se dépêcher d'aller au bureau"", 'Non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non, non,']"
2445,"Moi aussi, je veux aller me promener !",A1,"['Je veux aller au bal aussi.', 'Éner!']"
2211,Tu veux du sucre dans ton café,A2,['Tu veux du sucre dans ton café.']
2700,Tu bois du vin.,A1,['Vous buvez du vin.']
238,"Entre ceux qui ne jurent que par l'introduction de l'informatique comme un enseignement obligatoire, et ceux qui ont peur que l'on veuille transformer le primaire en une prépa à l'Ecole 42, il existe pourtant des pistes pour initier les enseignants et favoriser un passage du périscolaire au scolaire, sans avoir à attendre une réforme du socle commun qui prendra des années.",C2,"['Entre ceux qui jurent seulement par', ""l'introduction des technologies de l'information"", ""e en tant qu'enseignement obligatoire"", 'et ceux qui ont peur que le', 'Nous voulons transformer les primai', ""dans une préparation à l'école 42, il"", 'Il y a cependant quelques pistes pour', 'initier les enseignants et les favo', ""faire une transition de l'extrascolaire à l'extrascolaire."", ""à l'école, sans avoir à assister"", 'une réforme de la base commune', 'Ça prendra des années.']"
3167,"Une après-midi du mois de juin, Fabrice entendit une forte canonnade assez éloignée.",B2,"['Un après-midi de juin,', 'Fabrice a entendu un canon fort', 'Nade assez lointaine.']"
4353,Pour réussir un entretien il faut écouter avec attention et répondre avec des phrases courtes,B1,"['Pour réussir un entretien il est fau', 'Écoutez attentivement et repo', 'nd avec des phrases courtes']"
4501,"Il exécrait le comte Pietranera, son beau-frère, lequel, n'ayant pas cinquante louis de rente, osait être assez content, s'avisait de se montrer fidèle à ce qu'il avait aimé toute sa vie, et avait l'insolence de prôner cet esprit de justice sans acception de personnes, que le marquis appelait un jacobinisme infâme.",C2,"['Il exécrait le comte Pietranera,', 'son beau-frère, qui,', '50 louis de rente, o', 'sait être très heureux, pensé', ""d'être fidèle à ce"", 'Il avait aimé toute sa vie, et il', ""l'insolence de préconiser ceci"", 'Un peu de justice sans acceptation', ""des gens, que l'application marquis"", ""C'était un célèbre jacobinisme.""]"
2588,"Heureusement pour lui, les larmes qui embuaient les yeux de Laurence reflétaient sa joie, tout comme son sourire radieux",B2,"['Heureusement pour lui, les larmes', 'S qui a embusqué les yeux de Laur', 'qui reflétait sa joie, tous c', '♪ Aw, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah, ah.']"
3347,"Bonjour Anne, et aussi Bon Année en retard.",A2,"['Bonjour Anne, et aussi bonne année', 'Je suis en retard.']"
2842,"Il faut leur faciliter la tâche, quand même, dans les écarts, dans les rythmes.",B2,"['Nous devons leur faciliter la tâche.', 'Toutefois, dans les écarts,', 'Les rythmes.']"
3198,"D'autres ont été arrachées, non sans peine, de carènes de vaisseaux qu'elles avaient percées d'outre en outre, comme un foret perce un tonneau.",C2,"[""D'autres ont été arrachés, non."", 'Sans difficulté, de laissez-vous', ""à ceux qu'ils avaient brisés en o"", 'En outre, en tant que', 'Je vais te donner un tonneau.']"
733,"Le système d'indicateurs propose des informations statistiques sur l'état et l'évolution du bien-être dans un large contexte, et qui pourront servir de base à la formation de l'opinion publique et aux prises de décisions politiques.",C1,"[""Le système d'indicateurs propose"", ""de l'information statistique s"", ""sur l'état et le développement du bien"", ""-d'être dans un contexte large, et"", 'qui peuvent servir de base pour', 'opinion publique', 'e) et prise de décisions', 'Des idiots.']"
1412,"Son rêve, en chassant l'histoire de l'histoire elle-même, est d'aboutir à un frottement régulier, sans frottement ni cahot, qui s'incarne dans la roue et la trajectoire circulaire, leitmotiv et poncif de toutes les Expositions universelles, depuis la Grande Roue de Ferris jsuqu'au gyrotron en passant par le tapis roulant circulaire de Paris 1900 et le Rocket Ship de New York 1939.",C2,"[""Son rêve, en chassant l'histoire"", ""de l'histoire elle-même, est de"", 'provoquer des frictions régulières', ', sans frottement ni bosse, qui', ""s'incarne dans la roue et la roue"", 'Jonction circulaire, leitmotiv e', 't poncif de tous les Expositio', 'ns universel, depuis le Grand', 'e Roue Ferris jsuqu au gyrotr', 'nous sommes passés par le tapis roulant', 'ty circulaire de Paris 1900 et l', 'e Rocket Ship of New York 1939.']"
4540,J'essayai donc de mille manières de fixer son attention.,B2,"[""Donc j'ai essayé de mille façons."", 'pour attirer son attention.']"
1162,A t'il parlé d'astuces pratiques pour un bien-être quotidien et d'un questionnement philosophique sur cette quête de l'impossible,B1,"['Il parle de trucs pratiques.', 'pour le bien-être quotidien et', ""d'un interrogatoire philosophique"", ""e sur cette quête de l'impossible"", 'e']"
